ruta	tipo	key	name_es	keywords_es	aliases_es	name_de	keywords_de	aliases_de	name_en	keywords_en	aliases_en
Sistema eléctrico > Unidades de control, sensores y relés > Componentes del sistema de iluminación y señalización	category	lighting-and-signaling-system-components	Componentes del sistema de iluminación y señalización	componentes del sistema de iluminación y señalización	Componentes del sistema de iluminación y señalización	Bauteile der Beleuchtungs- und Signalanlage	bauteile der beleuchtungs- und signalanlage	Bauteile der Beleuchtungs- und Signalanlage	Lighting and signaling system components	lighting and signaling system components	Lighting and signaling system components
Sistema eléctrico > Unidades de control, sensores y relés > Componentes eléctricos	category	electrical-components	Componentes eléctricos	componentes eléctricos	Componentes eléctricos	Elektrische Bauteile	elektrische bauteile	Elektrische Bauteile	Electrical components	electrical components	Electrical components
Sistema eléctrico > Unidades de control, sensores y relés > Arranques y componentes asociados	category	starters-and-related-components	Arranques y componentes asociados	arranques y componentes asociados	Arranques y componentes asociados	Anlasser und zugehörige Bauteile	anlasser und zugehörige bauteile	Anlasser und zugehörige Bauteile	Starters and related components	starters and related components	Starters and related components
Sistema eléctrico > Kits de reparación > Componentes eléctricos	category	electrical-components	Componentes eléctricos	componentes eléctricos	Componentes eléctricos	Elektrische Bauteile	elektrische bauteile	Elektrische Bauteile	Electrical components	electrical components	Electrical components
Chasis y dirección > Dirección > Rótulas de dirección y componentes asociados	category	tie-rod-ends-and-related-components	Rótulas de dirección y componentes asociados	rótulas de dirección y componentes asociados	Rótulas de dirección y componentes asociados	Spurstangenköpfe und zugehörige Bauteile	spurstangenköpfe und zugehörige bauteile	Spurstangenköpfe und zugehörige Bauteile	Tie rod ends and related components	tie rod ends and related components	Tie rod ends and related components
Chasis y dirección > Dirección > Barras de dirección, barras de acoplamiento y componentes asociados	category	steering-rods-tie-rods-and-related-components	Barras de dirección, barras de acoplamiento y componentes asociados		Barras de dirección, barras de acoplamiento y componentes asociados	Spurstangen, Lenkstangen und zugehörige Bauteile	spurstangen lenkstangen und zugehörige bauteile	Spurstangen, Lenkstangen und zugehörige Bauteile	Steering rods, tie rods, and related components",	steering rods tie rods and related components	Steering rods, tie rods, and related components",
Chasis y dirección > Dirección > Bomba de dirección asistida y componentes asociados	category	power-steering-pumps-and-related-components	Bomba de dirección asistida y componentes asociados	bomba de dirección asistida y componentes asociados	Bomba de dirección asistida y componentes asociados	Servopumpen und zugehörige Bauteile	servopumpen und zugehörige bauteile	Servopumpen und zugehörige Bauteile	Power steering pumps and related components	power steering pumps and related components	Power steering pumps and related components
Chasis y dirección > Dirección > Componentes de la dirección	category	steering-components	Componentes de la dirección	componentes de la dirección	Componentes de la dirección	Lenkungsteile	lenkungsteile	Lenkungsteile	Steering components	steering components	Steering components
Chasis y dirección > Enganche de remolque y accesorios > Enganches de remolque y componentes asociados	category	trailer-hitches-and-related-components	Enganches de remolque y componentes asociados	enganches de remolque y componentes asociados	Enganches de remolque y componentes asociados	Anhängerkupplungen und zugehörige Bauteile	anhängerkupplungen und zugehörige bauteile	Anhängerkupplungen und zugehörige Bauteile	Trailer hitches and related components	trailer hitches and related components	Trailer hitches and related components
Chasis y dirección > Cojinetes > Componentes de suspensión	category	suspension-components	Componentes de suspensión	componentes de suspensión	Componentes de suspensión	Aufhängungsteile	aufhängungsteile	Aufhängungsteile	Suspension components	suspension components	Suspension components
Chasis y dirección > Cojinetes > Componentes del embrague	category	clutch-components	Componentes del embrague	componentes del embrague	Componentes del embrague	Kupplungsteile	kupplungsteile	Kupplungsteile	Clutch components	clutch components	Clutch components
Chasis y dirección > Cojinetes > Componentes del motor	category	engine-components	Componentes del motor	componentes del motor	Componentes del motor	Motorteile	motorteile	Motorteile	Engine components	engine components	Engine components
Chasis y dirección > Kits de reparación > Componentes del sistema de dirección	category	steering-system-components	Componentes del sistema de dirección	componentes del sistema de dirección	Componentes del sistema de dirección	Bauteile des Lenksystems	bauteile des lenksystems	Bauteile des Lenksystems	Steering system components	steering system components	Steering system components
Suspensión > Suspensión y brazos de control > Rodamientos y componentes asociados	category	wheel-bearings-and-related-components	Rodamientos y componentes asociados	rodamientos y componentes asociados	Rodamientos y componentes asociados	Radlager und zugehörige Bauteile	radlager und zugehörige bauteile	Radlager und zugehörige Bauteile	Wheel bearings and related components	wheel bearings and related components	Wheel bearings and related components
Suspensión > Suspensión y brazos de control > Rótulas y componentes asociados	category	ball-joints-and-related-components	Rótulas y componentes asociados	rótulas y componentes asociados	Rótulas y componentes asociados	Kugelgelenke und zugehörige Bauteile	kugelgelenke und zugehörige bauteile	Kugelgelenke und zugehörige Bauteile	Ball joints and related components	ball joints and related components	Ball joints and related components
Suspensión > Suspensión y brazos de control > Componentes de dirección	category	steering-components	Componentes de dirección	componentes de dirección	Componentes de dirección	Lenkungsteile	lenkungsteile	Lenkungsteile	Steering components	steering components	Steering components
Suspensión > Suspensión y brazos de control > Piezas de fijación de ruedas	category	wheel-fastening-parts	Piezas de fijación de ruedas	piezas de fijación de ruedas	Piezas de fijación de ruedas	Radbefestigungsteile	radbefestigungsteile	Radbefestigungsteile	Wheel fastening parts	wheel fastening parts	Wheel fastening parts
Oil filters	category	oil-filters							Oil filters	oil|filters	Oil filters
Ruedas y neumáticos > Neumáticos > Neumáticos especiales	category	specialty-tires	Neumáticos especiales						Specialty tires		
Ruedas y neumáticos > Bujes y rodamientos > Bujes de rueda	category	wheel-hubs	Bujes de rueda						Wheel hubs		
Suspensión > Suspensión y brazos de control > Componentes del sistema ABS	category	abs-system-components	Componentes del sistema ABS	componentes del sistema abs	Componentes del sistema ABS	ABS-Systemteile	abs-systemteile	ABS-Systemteile	ABS system components	abs system components	ABS system components
Suspensión > Suspensión y brazos de control > Elementos de amortiguación	category	damping-elements	Elementos de amortiguación	elementos de amortiguación	Elementos de amortiguación	Dämpfungselemente	dämpfungselemente	Dämpfungselemente	Damping elements	damping elements	Damping elements
Suspensión > Suspensión y brazos de control > Mangueta y componentes asociados	category	steering-knuckle-and-related-components	Mangueta y componentes asociados	mangueta y componentes asociados	Mangueta y componentes asociados	Achsschenkel und zugehörige Bauteile	achsschenkel und zugehörige bauteile	Achsschenkel und zugehörige Bauteile	Steering knuckle and related components	steering knuckle and related components	Steering knuckle and related components
Suspensión > Suspensión y brazos de control > Componentes eléctricos	category	electrical-components	Componentes eléctricos	componentes eléctricos	Componentes eléctricos	Elektrische Bauteile	elektrische bauteile	Elektrische Bauteile	Electrical components	electrical components	Electrical components
Transmisión > Embrague y componentes > Kits de embrague y componentes asociados	category	clutch-kits-and-related-components	Kits de embrague y componentes asociados	kits de embrague y componentes asociados	Kits de embrague y componentes asociados	Kupplungssätze und zugehörige Bauteile	kupplungssätze und zugehörige bauteile	Kupplungssätze und zugehörige Bauteile	Clutch kits and related components	clutch kits and related components	Clutch kits and related components
Transmisión > Embrague y componentes > Componentes del mecanismo de liberación del embrague	category	clutch-release-mechanism-components	Componentes del mecanismo de liberación del embrague	componentes del mecanismo de liberación del embrague	Componentes del mecanismo de liberación del embrague	Bauteile des Kupplungsausrückmechanismus	bauteile des kupplungsausrückmechanismus	Bauteile des Kupplungsausrückmechanismus	Clutch release mechanism components	clutch release mechanism components	Clutch release mechanism components
Transmisión > Embrague y componentes > Volantes de inercia y componentes asociados	category	flywheels-and-related-components	Volantes de inercia y componentes asociados	volantes de inercia y componentes asociados	Volantes de inercia y componentes asociados	Schwungräder und zugehörige Bauteile	schwungräder und zugehörige bauteile	Schwungräder und zugehörige Bauteile	Flywheels and related components	flywheels and related components	Flywheels and related components
Transmisión > Embrague y componentes > Herramientas	category	tools	Herramientas	herramientas	Herramientas	Werkzeuge	werkzeuge	Werkzeuge	Tools	tools	Tools
Transmisión > Embrague y componentes > Cuidado del automóvil	category	car-care	Cuidado del automóvil	cuidado del automóvil	Cuidado del automóvil	Autopflege	autopflege	Autopflege	Car care	car care	Car care
Transmisión > transmisión > Productos para la lubricación de la transmisión	category	products-for-transmission-lubrication	Productos para la lubricación de la transmisión	productos para la lubricación de la transmisión	Productos para la lubricación de la transmisión	Produkte für die Getriebeschmierung	produkte für die getriebeschmierung	Produkte für die Getriebeschmierung	Products for transmission lubrication	products for transmission lubrication	Products for transmission lubrication
Transmisión > transmisión > Cojinetes de transmisión	category	transmission-bearings	Cojinetes de transmisión	cojinetes de transmisión	Cojinetes de transmisión	Getriebelager	getriebelager	Getriebelager	Transmission bearings	transmission bearings	Transmission bearings
Transmisión > transmisión > Componentes eléctricos de la transmisión	category	electrical-transmission-components	Componentes eléctricos de la transmisión	componentes eléctricos de la transmisión	Componentes eléctricos de la transmisión	Elektrische Getriebeteile	elektrische getriebeteile	Elektrische Getriebeteile	Electrical transmission components	electrical transmission components	Electrical transmission components
Transmisión > transmisión > Volantes y componentes relacionados	category	flywheels-and-related-components	Volantes y componentes relacionados	volantes y componentes relacionados	Volantes de inercia y componentes asociados	Schwungräder und zugehörige Bauteile	schwungräder und zugehörige bauteile	Schwungräder und zugehörige Bauteile	Flywheels and related components	flywheels and related components	Flywheels and related components
Transmisión > Árbol de transmisión y diferencial > Árboles de transmisión y componentes asociados	category	driveshafts-and-related-components	Árboles de transmisión y componentes asociados	árboles de transmisión y componentes asociados	Árboles de transmisión y componentes asociados	Kardanwellen und zugehörige Bauteile	kardanwellen und zugehörige bauteile	Kardanwellen und zugehörige Bauteile	Driveshafts and related components	driveshafts and related components	Driveshafts and related components
Transmisión > Árbol de transmisión y diferencial > Aceites y fluidos	category	oils-and-fluids	Aceites y fluidos	aceites y fluidos	Aceites y fluidos	Öle und Flüssigkeiten	öle und flüssigkeiten	Öle und Flüssigkeiten	Oils and fluids	oils and fluids	Oils and fluids
Transmisión > Kits de reparación > Componentes del embrague	category	clutch-components	Componentes del embrague	componentes del embrague	Componentes del embrague	Kupplungsteile	kupplungsteile	Kupplungsteile	Clutch components	clutch components	Clutch components
Carrocería > Sistema de lavado de parabrisas > Limpiaparabrisas y componentes relacionados	category	wipers-and-related-components	Limpiaparabrisas y componentes relacionados	limpiaparabrisas|y|componentes|relacionados	Limpiaparabrisas y componentes relacionados	Scheibenwischer und zugehörige Bauteile	scheibenwischer|und|zugeh|rige|bauteile	Scheibenwischer und zugehörige Bauteile	Wipers and related components	wipers|and|related|components	Wipers and related components
